Exercício,Categoria,Vídeo,alongamento,contraindicacoes,rehab_tags,movement_pattern
Panturrilha unilateral em pé,Gastrocnêmio,https://youtube.com/shorts/1xbcNlXvlzg?feature=share,0,fratura_tibial;lesao_tendao_de_achilles;distensao_muscular;instabilidade_ankle;artrose_talocrural;nenhuma,fortalecimento_panturrilha;equilibrio;propriocepcao;reabilitacao_achilles;reabilitacao_ankle,unilateral
Abdominal infra com apoio,Reto Abdominal,https://youtube.com/shorts/yBVHor8pp9M?feature=share,0,hernia_de_discos_lombares;hiperlordose_grave;distensao_abdominal_aguda;gravidez_terceiro_trimestre;cirurgia_abdominal_recente,core_stabilization;reabilitacao_lombar;fortalecimento_abdominal;prevencao_lombalgia,isometric
Remada alta na polia pegada pronada,Deltoide Lateral,https://youtube.com/shorts/80bC4LsG4rc?feature=share,0,tendinopatia_acromioclavicular;rotura_manguito_rotador;instabilidade_acromioclavicular;ombro_congelado;artrose_acromioclavicular;nenhuma,reabilitacao_ombro;fortalecimento_deltoides;estabilidade_acromioclavicular;reeducacao_muscular,pull
Remada curvado 45° pegada supinada,Latíssimo do Dorso,https://youtube.com/shorts/U7mCdjUGtkY?feature=share,0,lesao_lombar_aguda;hernia_discal_lombar;instabilidade_articular_ombro;rotura_manguito_rotador;hiperextensao_excessiva,fortalecimento_dorsal;estabilizacao_postural;reeducacao_postural;reabilitacao_lombar;reabilitacao_ombro,hinge
Rosca concentrada,Bíceps Braquial,https://youtube.com/shorts/YlG_msu4x2c?feature=share,0,tendinopatia_bicipital;lesao_ligamentar_cotovelo;epicondilite_lateral;epicondilite_medial;instabilidade_cotovelo;fratura_umerorradial;artrite_cotovelo;nenhuma,fortalecimento_biceps;reabilitacao_cotovelo;recuperacao_tendao_bicipital;estabilidade_cotovelo;reabilitacao_superior,isometric
Rosca direta na polia com barra,Bíceps Braquial,https://youtube.com/shorts/4dpX6Enml3M?feature=share,0,tendinopatia_bicipital;lesao_ligamentar_cotovelo;epicondilite_lateral;epicondilite_medial;instabilidade_cotovelo;fratura_cotovelo;nenhuma,fortalecimento_biceps;reabilitacao_cotovelo;estabilidade_articular;progressao_exercicios;reeducacao_motora,isometric
Prancha com as mãos na bola,Transverso do Abdômen,https://youtube.com/shorts/zZEyV4fxxsk?feature=share,0,hiperlordose_lombar;instabilidade_lombar;lesao_cotovelo;hiperextensao_cervical;dores_articulares_graves,estabilidade_core;reabilitacao_lombar;propriocepcao;fortalecimento_abdominal;reeducacao_postural,isometric
Flexão de quadril em pé com caneleira,Iliopsoas,https://youtube.com/shorts/oDTo5x0-cUw?feature=share,0,hernia_lombar;estenose_de_canal_lombar;espondilolistese;sciatica_aguda;lesao_femoroacetabular;nenhuma,iliopsoas;flexao_de_quadril;reabilitacao_lombar;alongamento_hip;estabilidade_pelvica,hinge
Cadeira extensora,Quadríceps,https://youtube.com/shorts/YOJnqRyt1OU?feature=share,0,lesao_ligamento_colateral_medial;artrose_grave_knee;patela_baja;sinovite_ativa;instabilidade_patelofemoral;nenhuma,fortalecimento_quadriceps;reabilitacao_knee;controle_patelar;reducao_cicatrizacao;estabilidade_joelho,machine
Agachamento taça,Quadríceps,https://youtube.com/shorts/SZOL3aC0b9M?feature=share,0,hernia_de_discos_lombares;instabilidade_lombar;lesao_no_quadril;artrose_grave_do_quadril;dores_agudas_no_knee,fortalecimento_quadriceps;estabilidade_lombar;controle_neuromuscular;amplitude_de_movimento;equilibrio,squat
Afundo completo + parcial embaixo,Quadríceps,https://youtube.com/shorts/drqkMF4A-Ok?feature=share,0,lesao_ligamento_cruzado_anterior;artrose_knee;instabilidade_patelar;hernia_lombar_aguda;dores_lombares_nao_estabilizadas,reabilitacao_quadriceps;estabilidade_knee;equilibrio;propriocepcao;fortalecimento_unilateral,unilateral
Supino reto com barra,Peitoral Maior,https://youtube.com/shorts/ENelUG-YPzE?feature=share,0,lesao_ombro;instabilidade_acromioclavicular;epicondilite_lateral;hernia_de_discos_lombares;artrose_severa_ombro,fortalecimento_peitoral;reabilitacao_ombro;estabilidade_cintura_scapular;progressao_exercicio,push
Crucifixo inclinado 45° com halteres,Peitoral Maior,https://youtube.com/shorts/t8jdx6_6ge8?feature=share,0,lesao_acromioclavicular;instabilidade_glenoumeral;rotura_muscular_peitoral;artrose_ombro;epicondilite_lateral,fortalecimento_peitoral;reabilitacao_ombro;estabilidade_glenoumeral;amplitude_de_movimento,push
Supino na polia média,Peitoral Maior,https://youtube.com/shorts/RrU7hgH9nMU?feature=share,0,lesao_ombro;instabilidade_acromioclavicular;recuperacao_cirurgica_ombro;epicondilite_lateral;hiperextensao_cotovelo,reabilitacao_ombro;fortalecimento_peitoral;estabilizacao_cintura_scapular;melhora_postural;progressao_exercicio,push
Peck deck aberto / crucifixo,Peitoral Maior,https://youtube.com/shorts/T_ElIOHHYFo?feature=share,0,lesao_acromioclavicular;instabilidade_glenoumeral;recuperacao_pos_cirurgia_ombro;capsulite_adhesiva;tendinopatia_subacromial;nenhuma,reabilitacao_ombro;fortalecimento_peitoral;estabilidade_glenoumeral;amplitude_de_movimento;reeducacao_muscular,push
Elevação frontal com halteres alternado,Deltoide Anterior,https://youtube.com/shorts/eeFLIOQjLuU?feature=share,0,tendinopatia_do_manguito_rotador;lesao_do_deltoide;ombro_congelado;instabilidade_acromioclavicular;artrite_acromioclavicular,reabilitacao_ombro;fortalecimento_deltoide;estabilidade_acromioclavicular;melhora_amplitude_movimento,push
Tríceps testa com barra W,Tríceps Braquial,https://youtube.com/shorts/Hiolc8ceqQ8?feature=share,0,lesao_ombro;epicondilite_lateral;hiperextensao_cotovelo;artrose_cotovelo;tenis_elbow,fortalecimento_triceps;estabilidade_cotovelo;reabilitacao_membros_superiores,push
Tríceps francês com corda na polia,Tríceps Braquial,https://youtube.com/shorts/QjM7oBljoKU?feature=share,0,lesao_ombro;epicondilite_lateral;instabilidade_articular_ombro;tenossinovite_cotovelo;restricao_cervical,fortalecimento_triceps;reabilitacao_cotovelo;estabilidade_ombro;progressao_exercicios;reeducacao_muscular,pull
Tríceps pulley invertido,Tríceps Braquial,https://youtube.com/shorts/UnklnssKI0s?feature=share,0,lesao_ombro;epicondilite_lateral;instabilidade_acromioclavicular;tenossinovite_tendao;artrose_cotovelo,fortalecimento_triceps;reabilitacao_ombro;estabilidade_cotovelo;progressao_exercicio,pull
Cadeira abdutora deitada,Abdutores,https://youtube.com/shorts/jJsOYyjuBJ4?feature=share,0,hernia_lombar;lesao_cotovelo;instabilidade_quadril;artrose_grave_quadril;neuropatia_femoral;nenhuma,fortalecimento_abdutores;estabilidade_pelve;reabilitacao_quadril;prevencao_lesao;equilibrio_muscular,unilateral
Agachamento hack angular elástico unilateral,Quadríceps,https://youtube.com/shorts/lP2djAIz7UU?feature=share,0,lesao_ligamento_cruzado_anterior;hernia_lombar;instabilidade_knee;joint_pain_knee;osteoartrite_grave,quadriceps_strengthening;unilateral_balance;eccentric_training;posterior_chaining;lower_limb_rehab,squat
Passo lateral com elástico na coxa,Glúteo Médio/Mínimo,https://youtube.com/shorts/Bf0n52AXrIQ?feature=share,0,lesao_quadril;hernia_inginal;instabilidade_lombar;artrose_grave_quadril;neuropatia_periferica,fortalecimento_abdutores;estabilidade_pelve;reabilitacao_quadril;prevencao_lesao,unilateral
Passada com foco em glúteos,Glúteo Maior,https://youtube.com/shorts/inlcyiYWTSk?feature=share,0,lesao_ligamento_cruzado_anterior;artrose_knee;hernia_lombar;instabilidade_patelar;dores_lombares_agudas,fortalecimento_gluteo;estabilidade_pelve;reeducacao_motora;reabilitacao_lombar;equilibrio_unipodal,unilateral
Puxada frente com triângulo,Latíssimo do Dorso,https://youtube.com/shorts/yIQZj8F417s?feature=share,0,tendinopatia_do_bicipite;lesao_do_manguito_rotador;hiperextensao_cervical;instabilidade_acromioclavicular;artrose_de_ombro,fortalecimento_dorsal;estabilizacao_de_ombro;reeducacao_postural;melhora_da_abducao_de_ombro,pull
Puxada frente barra romana,Latíssimo do Dorso,https://youtube.com/shorts/xAf8ich8eb4?feature=share,0,hernia_de_discos_lombares;lesao_ligamentar_acromioclavicular;hipertensao_nao_controlada;epicondilite_lateral;rotura_tendao_bicipital,fortalecimento_dorsal;estabilizacao_scapular;reeducacao_postural;recuperacao_lombar;reabilitacao_articular,pull
Remada alta unilateral em pé na polia alta,Deltoide Lateral,https://youtube.com/shorts/6v9T1pV3xaM?feature=share,0,tendinopatia_acromioclavicular;rotura_manguito_rotador;instabilidade_acromioclavicular;ombro_congelado;artrose_acromioclavicular;nenhuma,reabilitacao_ombro;fortalecimento_deltoides;estabilidade_acromioclavicular;correcao_postural;reeducacao_muscular,pull
Tríceps testa no banco com halteres bilateral,Tríceps Braquial,https://youtube.com/shorts/-sj3dZ5yzIk?feature=share,0,lesao_ombro;epicondilite_lateral;hiperextensao_cotovelo;artrose_cotovelo;instabilidade_acromioclavicular,fortalecimento_triceps;reabilitacao_ombro;estabilidade_cotovelo;progressao_exercicio,push
Prancha com pés na bola,Transverso do Abdômen,https://youtube.com/shorts/pdzpOURKy4w?feature=share,0,hernia_abdominal;lombalgia_aguda;instabilidade_cervical;hipertensao_nao_controlada;lesao_cotovelo,core_stabilization;propriocepcao;reeducacao_postural;reabilitacao_lombar;equilibrio,isometric
Levantamento terra sumô com halter e step,Glúteo Maior,https://youtube.com/shorts/e0RVmQmG85w?feature=share,0,hernia_lombar;lesao_ligamentar_lombar;espondilolistese;hiperlordose_grave;instabilidade_articular_lombar;nenhuma,reabilitacao_lombar;fortalecimento_gluteo;estabilidade_lombar;correcao_postural;treinamento_funcional,hinge
Elevação pélvica com abdução e elástico no step,Glúteo Médio/Mínimo,https://youtube.com/shorts/KHjk8lI4md8?feature=share,0,hernia_lombar;ciatica_ativa;artrose_grave_femoroacetabular;instabilidade_lombar;nenhuma,estabilizacao_lombar;fortalecimento_gluteo_medio;reeducacao_postural;reabilitacao_quadril;progressao_exercicio,unilateral
3 apoios com caneleira e joelho estendido,Glúteo Maior,https://youtube.com/shorts/kzQ7Ct8l7tg?feature=share,0,hernia_lombar;lesao_coxofemoral;artrose_grave;sciatica_aguda;instabilidade_lombar;nenhuma,estabilidade_lombar;fortalecimento_gluteo;propriocepcao;reabilitacao_pelve;equilibrio_unipodal,unilateral
Stiff com barra,Isquiotibiais,https://youtube.com/shorts/Vlo6PuPNc8Q?feature=share,0,hernia_lombar;espondilolistese;fratura_lombar;lombalgia_aguda;distensao_muscular_isquiotibial,fortalecimento_isquiotibiais;estabilidade_lombar;reeducacao_postural;recuperacao_lombar,hinge
Supino inclinado 30° com halteres,Peitoral Maior,https://youtube.com/shorts/iDBF8LsfiOA?feature=share,0,lesao_ombro;instabilidade_acromioclavicular;artrose_acromioclavicular;recuperacao_cirurgia_ombro;epicondilite_lateral;hiperextensao_cervical;nenhuma,fortalecimento_peitoral;estabilizacao_ombro;reeducacao_motora;reabilitacao_superior;progressao_exercicios,push
Crucifixo mais musculoso na polia,Peitoral Maior,https://youtube.com/shorts/hdbieWR2jt4?feature=share,0,lesao_acromioclavicular;instabilidade_glenoumeral;recuperacao_cirurgica_ombro;epicondilite_lateral;capsulite_adesiva,reabilitacao_ombro;fortalecimento_peitoral;estabilidade_glenoumeral;amplitude_movimento;reeducacao_muscular,push
Flexão de braços,Peitoral Maior,https://youtube.com/shorts/RnGJ1AyUjqU?feature=share,0,lesao_ombro;tendinite_subacromial;fratura_omoplata;epicondilite_lateral;instabilidade_acromioclavicular;nenhuma,fortalecimento_peitoral;estabilizacao_ombro;reabilitacao upper_body;progressao_exercicios;ativação_muscular,push
Elevação lateral na polia entre as pernas,Deltoide Lateral,https://youtube.com/shorts/jgfmgZToAyU?feature=share,0,tendinopatia_do_manguito_rotador;lesao_do_deltoide;ombro_congelado;instabilidade_acromioclavicular;artrose_do_ombro;nenhuma,reabilitacao_ombro;fortalecimento_deltoide;estabilidade_acromioclavicular;recuperacao_manguito_rotador,push
Crucifixo invertido curvado com halteres,Deltoide Posterior,https://youtube.com/shorts/wjwhh6ASyBs?feature=share,0,lesao_acromioclavicular;instabilidade_glenoumeral;rotura_muscular_deltoide_posterior;artrose_ombro;capsulite_adhesiva,reabilitacao_ombro;fortalecimento_deltoide_posterior;estabilidade_glenoumeral;correcao_postural,pull
V up contralateral,Reto Abdominal,https://youtube.com/shorts/PD4k3RKjBUY?feature=share,0,hernia_de_hernia_lombar;distensao_abdominal;escoliose_grave;ciatalgia;gravidez_terceiro_trimestre;nenhuma,core_stabilization;reabilitacao_lombar;fortalecimento_abdominal;controle_neuro muscular;reeducacao_postural,rotation
Abdominal oblíquo de lado com pernas estendidas no solo,Oblíquos,https://youtube.com/shorts/GG_KsWrljuI?feature=share,0,hernia_lombar;distensao_abdominal;sciatica_aguda;gravidez_terceiro_trimestre;lesao_coluna_lombar_aguda;nenhuma,estabilizacao_lombar;reabilitacao_abdominal;fortalecimento_obliquo;controle_neuromuscular;reeducacao_postural,isometric
Cadeira extensora unilateral,Quadríceps,https://youtube.com/shorts/oiog2_tljxc?feature=share,0,lesao_ligamento_cruciforme_anterior;artrose_grave_knee;condromalacia_patelar_agravada;instabilidade_patelar;pos_operatorio_imediato;dores_knee_nao_diagnosticadas,reabilitacao_quadriceps;fortalecimento_isolado;controle_patelar;estabilidade_joelho;progressao_exercicio,unilateral
Elevação pélvica na máquina,Glúteo Maior,https://youtube.com/shorts/ikmJnssmXfc?feature=share,0,hernia_lombar;ciatica;hiperlordose_grave;lesao_ligamentar_lombar;instabilidade_lombar;nenhuma,reabilitacao_lombar;fortalecimento_gluteo;estabilizacao_lombar;reabilitacao_postural;ativacao_gluteal,isometric
Agachamento búlgaro com halteres,Quadríceps,https://youtube.com/shorts/M0yVcm6_kTI?feature=share,0,lesao_quadriceps;instabilidade_joelho;hernia_lombar;dores_lombares_agudas;equilibrio_reduzido,fortalecimento_quadriceps;estabilidade_joelho;equilibrio_unipodal;reabilitacao_lombar;progressao_unilateral,unilateral
Afundo completo + parcial em cima,Quadríceps,https://youtube.com/shorts/_c0Glds6RYw?feature=share,0,lesao_quadriceps;instabilidade_knee;artrose_grave;hernia_lombar;dores_lombares_agudas,reabilitacao_quadriceps;estabilidade_knee;forca_excentrica;equilibrio_unipodal;progressao_exercicios,unilateral
Prancha frontal,Transverso do Abdômen,https://youtube.com/shorts/QhV686EYrqg?feature=share,0,hernia_de_discos_lombares;hiperlordose_grave;lesao_cervical_nao_estabilizada;dores_agudas_no_quadril;nenhuma,estabilidade_core;reabilitacao_lombar;fortalecimento_abdominal;propriocepcao;postura,isometric
Prancha lateral,Oblíquos,https://youtube.com/shorts/0HDYo2RL7FA?feature=share,0,hernia_abdominal;lesao_ombro;escoliose_grave;hipertensao_descontrolada;dores_lombares_agudas,estabilidade_core;reabilitacao_lombar;fortalecimento_obliquo;equilibrio;propriocepcao,isometric
Remada baixa com triângulo,Latíssimo do Dorso,https://youtube.com/shorts/Y7LJe0fXOc8?feature=share,0,lesao_ligamento_coluna_vertebral;hernia_discal_lombar;instabilidade_acromioclavicular;epicondilite_lateral;rotura_manguito_rotador,fortalecimento_dorsal;estabilizacao_cervical;reeducacao_postural;recuperacao_lombar;melhora_da_postura,pull
Remada unilateral com halteres,Latíssimo do Dorso,https://youtube.com/shorts/2IWdImOcoTM?feature=share,0,lesao_luxacao_ombro;instabilidade_acromioclavicular;hernia_discal_lombar;artrose_ombro;tenossinovite_bicipital,fortalecimento_dorsal;estabilizacao_escapular;simetria_muscular;reeducacao_postural;recuperacao_lesao_ombro,pull
Pulldown com corda,Latíssimo do Dorso,https://youtube.com/shorts/wYnO1V2WLvc?feature=share,0,tendinopatia_do_bicipite;lesao_do_manguito_rotador;epicondilite_lateral;hiperextensao_cervical;nenhuma,fortalecimento_latissimo;estabilidade_scapular;reeducacao_muscular;reabilitacao_dor_lombar;melhora_postural,pull
Crucifixo invertido em pé unilateral na polia,Deltoide Posterior,https://youtube.com/shorts/qywq2mp5Ka8?feature=share,0,lesao_manguito_rotador;instabilidade_acromioclavicular;artrose_glenoumeral;recuperacao_cirurgica_ombro;dores_ombro_agudas,fortalecimento_deltoides_posteriores;estabilizacao_ombro;reeducacao_muscular;reabilitacao_manguito_rotador,pull
Desenvolvimento arnold em pé,Deltoide Anterior,https://youtube.com/shorts/9k6CV-Knqas?feature=share,0,lesao_ombro;instabilidade_acromioclavicular;rotura_manguito_rotador;capsulite_adesiva;artrose_ombro;epicondilite_lateral;tenossinovite_bicipital;nenhuma,reabilitacao_ombro;fortalecimento_deltoides;estabilidade_acromioclavicular;melhora_amplitude_movimento;reeducacao_motora,push
Abdução de quadril com caneleira,Abdutores,https://youtube.com/shorts/WzlBQLSfO4U?feature=share,0,fratura_femoral;displasia_coxa;artrose_grave;instabilidade_articular;lesao_muscular_aguda;neuropatia_periferica,fortalecimento_abdutores;estabilidade_pelve;reabilitacao_quadril;prevencao_lesoes;equilibrio_postural,unilateral
Elevação pélvica unilateral no step,Glúteo Maior,https://youtube.com/shorts/05gNRWzyApw?feature=share,0,lombalgia_aguda;lesao_ligamentar_lombar;instabilidade_lombar;hernia_lombar;artrose_severa_do_quadril;neuropatia_periferica,estabilizacao_lombar;fortalecimento_gluteo;reeducacao_postural;equilibrio_unipodal;recuperacao_quadril,unilateral
Step up,Quadríceps,https://youtube.com/shorts/WeMT8V5fYO0?feature=share,0,lesao_quadriceps;artrose_tibiofemoral;instabilidade_knee;jogador_de_lesao_meniscal;nenhuma,fortalecimento_quadriceps;estabilidade_knee;reabilitacao_pós_cirurgia;treino_de_equilibrio;progressao_de_carga,unilateral
Terra com barra e step,Eretores da Espinha,https://youtube.com/shorts/yG-zJsgmkR8?feature=share,0,hernia_de_discos_lombares;espondilolistese;lombalgia_aguda;fratura_lombar;instabilidade_lombar;nenhuma,reabilitacao_lombar;estabilizacao_postural;fortalecimento_eretores;controle_neuromuscular;progressao_de_carga,hinge
Mesa flexora unilateral,Isquiotibiais,https://youtube.com/shorts/zkI5NqNZK1s?feature=share,0,lesao_isquiotibial_aguda;hernia_lombar;escoliose_grave;instabilidade_lombar;artrose_knee_grave;nenhuma,reabilitacao_isquiotibiais;fortalecimento_unilateral;simetria_membros;recuperacao_lesao_muscular;estabilidade_lombar,hinge
Stiff unilateral com halteres sem step,Isquiotibiais,https://youtube.com/shorts/fWplI_GZXFk?feature=share,0,lombalgia_aguda;hernia_lombar;lesao_isquiotibial;instabilidade_lombar;espondilolistese,reabilitacao_lombar;fortalecimento_isquiotibial;equilibrio_unipodal;controle_postural;reeducacao_motora,hinge
Panturrilha unilateral no leg press,Gastrocnêmio,https://youtube.com/shorts/BNanhTxzBsQ?feature=share,0,fratura_tibial;lesao_muscular_aguda;artrose_talocrural;instabilidade_ankle;neuropatia_periferica;nenhuma,fortalecimento_panturrilha;reabilitacao_ancora;equilibrio_unipodal;recuperacao_lesao_muscular;reabilitacao_posterior_coxa_panturrilha,isometric
Crucifixo na polia alta,Deltoide Anterior,https://youtube.com/shorts/xXFHwvz6eCo?feature=share,0,lesao_acromioclavicular;instabilidade_glenoumeral;rotura_muscular_deltoide;artrose_ombro;recuperacao_cirurgia_ombro,reabilitacao_ombro;fortalecimento_deltoide;estabilidade_glenoumeral;amplitude_movimento;correcao_postural,push
Tríceps supinado barra baixa no smith,Tríceps Braquial,https://youtube.com/shorts/nJzQKmacXlI?feature=share,0,lesao_ombro;epicondilite_lateral;hiperextensao_cotovelo;instabilidade_articular_cotovelo;tenossinovite,fortalecimento_triceps;reabilitacao_cotovelo;estabilidade_articular;progressao_exercicios,push
Rosca direta com rotação,Bíceps Braquial,https://youtube.com/shorts/Rov9y1k0FjY?feature=share,0,tendinopatia_bicipital;lesao_ligamentar_cotovelo;epicondilite_lateral;epicondilite_medial;instabilidade_cotovelo;fratura_cotovelo;nenhuma,fortalecimento_biceps;reabilitacao_cotovelo;estabilidade_articular;progressao_exercicios;controle_neuromuscular,pull
Rosca direta na polia unilateral,Bíceps Braquial,https://youtube.com/shorts/sHm3JEhgg24?feature=share,0,tendinopatia_bicipital;lesao_ligamentar_cotovelo;epicondilite_lateral;epicondilite_medial;instabilidade_cotovelo;fratura_umeroulnar;nenhuma,fortalecimento_biceps;reabilitacao_cotovelo;estabilizacao_articular;progressao_isolada;reeducacao_muscular,isometric
Tríceps francês unilateral na polia,Tríceps Braquial,https://youtube.com/shorts/2Hoys6kL-NQ?feature=share,0,lesao_ombro;instabilidade_acromioclavicular;epicondilite_lateral;tenossinovite_tendao_triceps;artrose_ombro;subluxacao_ombro,fortalecimento_triceps;reabilitacao_ombro;estabilidade_cotovelo;reeducacao_muscular,pull
Manguito externo com halter banco 30°,Manguito Rotador,https://youtube.com/shorts/ZdqC_fP6IrU?feature=share,0,fratura_humeral;luxacao_acromioclavicular;rotura_completa_manguito_rotador;artrite_acromioclavicular;nervopatia_nervo_supraescapular;instabilidade_glenoumeral,manguito_rotador;reabilitacao_ombro;estabilidade_glenoumeral;fortalecimento_extrarotador;prevencao_lesao,isometric
Crucifixo declinado na polia sentado,Peitoral Maior,https://youtube.com/shorts/q_e-4i6FTVE?feature=share,0,lesao_ombro;instabilidade_acromioclavicular;recuperacao_cirurgica_ombro;epicondilite_lateral;hiperextensao_excessiva,reabilitacao_ombro;fortalecimento_peitoral;estabilidade_glenoumeral;amplitude_de_movimento;correcao_postural,push
Peck deck Aberto/Crucifixo,Peitoral Maior,https://youtube.com/shorts/T_ElIOHHYFo?feature=share,0,lesao_acromioclavicular;recuperacao_cirurgia_ombro;instabilidade_ombro;capsulite_adesiva;tendinopatia_subacromial;nenhuma,reabilitacao_ombro;fortalecimento_peitoral;estabilidade_glenoumeral;melhora_amplitude_movimento;reeducacao_muscular,push
Tríceps francês com um halteres,Tríceps Braquial,https://youtube.com/shorts/J6yXF22pXMc?feature=share,0,lesao_ombro;epicondilite_lateral;instabilidade_acromioclavicular;artrose_ombro;tenossinovite,fortalecimento_triceps;reabilitacao_ombro;estabilidade_cotovelo;progressao_exercicios,pull
Triceps pulley corda,Tríceps Braquial,https://youtube.com/shorts/wuAm6gUPEVU?feature=share,0,tendinopatia_do_triceps;lesao_do_manguito_rotador;epicondilite_lateral;instabilidade_articular_do_ombro;fratura_recente_ombro_ou_cotovelo;artrose_severa_cotovelo,fortalecimento_triceps;reabilitacao_cotovelo;estabilidade_ombro;progressao_exercicio;reeducacao_motora,pull
Desenvolvimento Arnold sentado,Deltoide Anterior,https://youtube.com/shorts/ioVNd6I5wvo?feature=share,0,lesao_ombro;instabilidade_acromioclavicular;capsulite_adhesiva;tendinopatia_supraespinhal;hiperextensao_cervical;nenhuma,reabilitacao_ombro;fortalecimento_deltoides;estabilidade_glenoumeral;melhora_amplitude_movimento,push
Elevação frontal com halteres sentado,Deltoide Anterior,https://youtube.com/shorts/ygDTgFepCNU?feature=share,0,tendinopatia_do_manguito_rotador;ombro_gelado;instabilidade_acromioclavicular;fratura_omoplata;artrose_acromioclavicular;nenhuma,reabilitacao_ombro;fortalecimento_deltoide;estabilidade_acromioclavicular;amplitude_de_movimento;reeducacao_muscular,push
Crucifixo invertido curvado na polia unilateral,Deltoide Posterior,https://youtube.com/shorts/YNREDK3_as4?feature=share,0,lesao_acromioclavicular;instabilidade_glenoumeral;rotura_muscular_deltoide_posterior;artrose_ombro;recuperacao_cirurgica_ombro,reabilitacao_ombro;fortalecimento_deltoide_posterior;correcao_postural;estabilidade_glenoumeral,pull
Elevação Y na Polia,Deltoide Posterior,https://youtube.com/shorts/RJtcCOUFR0U?feature=share,0,lesao_manguito_rotador;instabilidade_acromioclavicular;artrose_acromioclavicular;recuperacao_pos_cirurgia_ombro;tenossinovite_bicipital;nenhuma,reabilitacao_ombro;fortalecimento_deltoides;estabilidade_scapular;correcao_postural;reeducacao_muscular,pull
Abdominal Crunch,Reto Abdominal,https://youtube.com/shorts/1CayVH6J4A8?feature=share,0,hernia_de_discos_lombares;escoliose_grave;hiperlordose;distensao_abdominal;gravidez_terceiro_trimestre,core_stabilization;reabilitacao_lombar;fortalecimento_abdominal;reeducacao_postural,isometric
Prancha Lateral,Oblíquos,https://youtube.com/shorts/0HDYo2RL7FA?feature=share,0,hernia_lombar;lesao_ombro;instabilidade_cervical;hipertensao_descontrolada;neuropatia_periferica,estabilidade_lombar;ativacao_abdominal;fortalecimento_lateral;reabilitacao_dor_lombar;equilibrio,isometric
Abdominal Infra com Apoio,Reto Abdominal,https://youtube.com/shorts/yBVHor8pp9M?feature=share,0,hernia_de_discos_lombares;hiperlordose_grave;distensao_abdominal_aguda;protrusao_de_orgaos_abdominais;cirurgia_abdominal_recente;nenhuma,core_stabilization;reabilitacao_lombar;fortalecimento_abdominal;controle_postural;reeducacao_muscular,isometric
Cadeira extensora quadril 90°,Quadríceps,https://youtube.com/shorts/UE19-gI7CxQ?feature=share,0,lesao_ligamento_cruzado_anterior;artrose_grave_knee;condromalacia_patelar_agravada;instabilidade_patelar;recuperacao_pos_cirurgia_knee;nenhuma,fortalecimento_quadriceps;controle_patelar;reabilitacao_knee;estabilidade_joelho;progressao_exercicio,machine
Leg press 45° unilateral,Quadríceps,https://youtube.com/shorts/vxTf4hhP144?feature=share,0,lesao_ligamento_cruzado_anterior;hernia_lombar;instabilidade_knee;artrose_grave;fratura_recem_cicatrizada,fortalecimento_quadriceps;estabilidade_joelho;reabilitacao_lombar;simetria_membros;progressao_exercicio,squat
Rosca direta barra w,Bíceps Braquial,https://youtube.com/shorts/vkZmFzAmrKg?feature=share,0,tendinopatia_bicipital;lesao_ligamentar_cotovelo;epicondilite_lateral;epicondilite_medial;instabilidade_cotovelo;fratura_cotovelo;artrose_cotovelo;nenhuma,fortalecimento_biceps;reabilitacao_cotovelo;melhora_flexao_cotovelo;progressao_exercicios;reeducacao_muscular,isometric
Remada alta ajoelhado na polia,Deltoide Lateral,https://youtube.com/shorts/hqjNW1RQ5To?feature=share,0,tendinopatia_acromioclavicular;rotura_manguito_rotador;capsulite_adesiva;instabilidade_glenoumeral;artrose_acromioclavicular;nenhuma,reabilitacao_ombro;fortalecimento_deltoides;estabilidade_glenoumeral;melhora_amplitude_movimento,pull
Desenvolvimento no smith,Deltoide Anterior,https://youtube.com/shorts/B1hhqgU--kU?feature=share,0,lesao_ombro;instabilidade_acromioclavicular;capsulite_adesiva;artrose_ombro;tendinopatia_supraespinhal;recuperacao_cirurgia_ombro;nenhuma,reabilitacao_ombro;estabilizacao_glenoumeral;fortalecimento_deltoide;melhora_amplitude_movimento;reeducacao_muscular,push
Elevação frontal com anilha PN,Deltoide Anterior,https://youtube.com/shorts/OOhY9IqNMO0?feature=share,0,tendinopatia_acromial;rotura_manguito_rotador;instabilidade_glenoumeral;artrite_acromioclavicular;fratura_omoplata,reabilitacao_ombro;fortalecimento_deltoide;estabilidade_glenoumeral;melhora_amplitude_movimento,push
Crucifixo invertido com rotação lateral banco,Deltoide Posterior,https://youtube.com/shorts/zq6PXdQUZRo?feature=share,0,lesao_manguito_rotador;instabilidade_acromioclavicular;artrose_glenoumeral;recuperacao_pos_cirurgica_ombro;dores_agudas_ombro;hiperextensao_excessiva,reabilitacao_ombro;fortalecimento_deltoides;estabilidade_scapular;recuperacao_manguito_rotador,pull
Encolhimento com halteres,Trapézio,https://youtube.com/shorts/CFdEHAJIYu8?feature=share,0,lesao_nervosa_cervical;artrose_acromioclavicular;hiperextensao_acromioclavicular;instabilidade_glenoumeral;dores_cervicais_agudas,reabilitacao_cervical;fortalecimento_trapazio;estabilizacao_ombro;correcao_postural,isometric
